"H","Na","K","Mg","Ca","Sr","Ba","NH4","Cl","NO3","PO4","SO4","HCO3","TOC"
0.00000000000398731840968098,0.0798138133757905,0.00317146964093235,0.0463873867550742,0.140100851026309,0.00430877130390716,0.0000250484860846034,0.000112147644108496,0.173660848824565,0.00851637428238695,0.000201507289958765,0.366742660336812,0.175442156602275,0.00151696442780905
0.00000000000254429285895164,0.0909714534457653,0.00327385548700748,0.048836237843095,0.152448255969661,0.00370434540063476,0.0000279122958973689,0.000013680451648811,0.142281724437274,0.00439009740523186,0.000264932777823258,0.392534511412397,0.159710234996122,0.00154275807489777
0.0000000000037053654246423,0.0867648874839731,0.00278860482461931,0.0451690540595329,0.142322404147098,0.00342441418827874,0.0000267604370983499,0.0000369636799910579,0.140063355285378,0.00531518048204943,0.000237202150329829,0.412617988701405,0.159742321221064,0.0014908633354773
0.00000000000303373659828838,0.0891038198412289,0.00254420680507452,0.0435826414220655,0.16895776771661,0.00375407037762881,0.0000292615763523877,0.0000109809067819421,0.146584356006867,0.00555657339463933,0.000197516368560027,0.372841128199699,0.164933089382533,0.00190458799892544
0.00000000000672168723950736,0.0844219550086845,0.00412102139317228,0.0474663839750816,0.206302658266256,0.00461022146358684,0.0000298607722981049,0.000259409267464609,0.128177046410712,0.00533793642350994,0.000246885941342025,0.344563898816468,0.17256183055252,0.0019008917021823
0.00000000000486630107256099,0.0805199347522436,0.00306505924468417,0.0425179338003911,0.159809112124382,0.00358434418544379,0.000023747937017346,0.0000469645087368785,0.126805870141283,0.0062738769158042,0.00032938696332404,0.417122350493932,0.15818545911909,0.00171595980880002
0.00000000000058137971948436,0.0607126120417425,0.0020927875360177,0.0419671500085039,0.170947271270161,0.00302499703367281,0.0000239949003071063,0.0000701780070116865,0.0999702756504364,0.00819802881442029,0.000359119976477565,0.434449917004364,0.176410899993517,0.00177276776278683
0.00000000000554561472420477,0.0769159880715952,0.00384261579480196,0.0533381814632246,0.168731265223284,0.00411258581915922,0.0000277184081847745,0.000115595879639205,0.0993556742802775,0.0119906121082778,0.000511216543402496,0.463413377793134,0.115628670809617,0.00201649779985714
0.00000000000393471153732317,0.0843880371066658,0.00336388175501054,0.0519422918053098,0.156845351725837,0.00429797002781191,0.0000259565962410848,0.0000431553961713752,0.118276852761734,0.0102347305362214,0.000295937800030013,0.377635511594531,0.190425970629662,0.00222435226083915
0.00000000000351186812728599,0.0812698602951425,0.00272388551120384,0.0439699893739241,0.139493801431013,0.00364978323249266,0.0000208631558908829,0.0000340690919409645,0.128469284980862,0.00541353950749858,0.000251329728269168,0.448696020568872,0.144265423459585,0.00174214965979344
0.00000000000342447290942475,0.103279444282624,0.0024775456372124,0.0479441362849681,0.148238086243253,0.00355045766002196,0.0000181726417544569,0.000102522445244309,0.162549005083681,0.0036785916037122,0.000277432746004666,0.360973185093079,0.16580896429796,0.00110245597706083
0.00000000000433044202406788,0.11964487445487,0.00223156988418728,0.0385102115261514,0.127672659579584,0.00292319444877802,0.0000173284373331444,0.0000424164622966197,0.197307249379402,0.00227672436154312,0.0000929627320602545,0.386827367334568,0.121458845132089,0.000994596262807096
0.00000000000312204971212628,0.121389134379452,0.00224235834503045,0.0376103625999416,0.125367875333139,0.00286244136913328,0.0000161596939186895,0.0000333708414514454,0.21003941915366,0.00260539218234992,0.000366662606717464,0.377102402584667,0.119212087442529,0.00115233346488843
0.00000000000473412414442025,0.126129791366008,0.00290723203026157,0.0360561345713512,0.12219920243084,0.00283353348772717,0.0000150759142390121,0.000163620450520519,0.231220865058903,0.00191596276888399,0.0000751386787351509,0.368058498406635,0.107073453939257,0.00135149089190455
0.00000000000327019543515929,0.137144899815707,0.00260416465806682,0.0351788107698563,0.128678085790319,0.00302823400081861,0.0000120651371220296,0.000134404071161203,0.224666459863233,0.00129351181475225,0.0000663020205361176,0.367277078684163,0.0990952416052289,0.00082074176576566
0.00000000000517745237246976,0.137252895230949,0.00261701211164476,0.0364686613228036,0.129265276716843,0.00301669790828575,0.0000124085519520099,0.000404223800518186,0.219664464814996,0.00176327901231359,0.000073433207417284,0.364668970346989,0.10402196324478,0.000770713725330609
0.00000000000479311527969088,0.103617054054303,0.00234595090597274,0.034543240391942,0.120337654464044,0.00283870193319919,0.0000119137444699785,0.0000741456341165714,0.199622273279919,0.000222007455262297,0.000127128571148222,0.430599352126904,0.1045987559723,0.00106182146162616
0.00000000000357941363476019,0.108456233133234,0.00269673023242832,0.0407050918544929,0.133225775485774,0.00292581270505298,0.0000120500960014202,0.000260190046906126,0.0325468497031252,0.0140276445761141,0.0000957956609775779,0.56379766889858,0.100509934864066,0.000740222739668407
0.00000000000291793376835755,0.161274199377122,0.0153570854228658,0.0265269358881385,0.0727149095074701,0.00215410040994706,0.0000158969031700119,0.000346040975316667,0.310821891729634,0.00832321594167556,0.000441207050824634,0.286995978583728,0.110091394271129,0.00493714393606097
0.00000000000317559303587298,0.136326171629395,0.00842743606436261,0.0365442092335572,0.131208942899611,0.00295360045747206,0.0000354452044071373,0.000166961780705778,0.261444560110407,0.00415763956186044,0.00172260098965288,0.282700289724662,0.130729282662893,0.00358285967783765
0.00000000000363538796730558,0.176279962534648,0.013585444833821,0.0323331405812158,0.105717082089246,0.00206780867580342,0.0000286003242163865,0.000278044723533599,0.249915841154817,0.00692645652521676,0.00197019743280642,0.267067804075674,0.13935808984558,0.00447152719978587
0.00000000000144097666520436,0.243899828954299,0.0140779334324043,0.0251431596893056,0.0661089162437044,0.00140308598827871,0.000016349526411121,0.0000346007653848413,0.278450956752117,0.00392674802801318,0.0013739987977136,0.247436291153327,0.11321188682945,0.00491624383814998
0.00000000000301365142382294,0.220783429018602,0.0119376758075709,0.0238103654509823,0.07354738491623,0.00155147403217449,0.0000192415555620256,0.00458484734407716,0.28176689076243,0.00217009114543291,0.000865829762553595,0.230571102571118,0.140262746139512,0.00812892149074121
0.00000000000124062095503761,0.168267026490291,0.00797378658246227,0.0320553615162046,0.0905010398823513,0.00218180219162582,0.0000178019612449469,0.000185183079916326,0.231528257383222,0.0115758798455604,0.000813588400969173,0.286230654167881,0.162766305092085,0.00590331340494502
0.0000000000113409084054743,0.22492970060137,0.0151762950529352,0.0273402263679926,0.0797082565603516,0.00174658223238522,0.0000156721412447509,0.00866993280820965,0.223204665110131,0.00440809135395038,0.0000700280011580317,0.233684545434551,0.175672156744213,0.0053738475801665
0.00000000000392530802087892,0.203357312100492,0.0126176600151055,0.0259726959596134,0.0726101999903316,0.0017310052293121,0.0000162405524946902,0.0122654137054251,0.229179089145814,0.000851176954321827,0.000330265014391533,0.250381088378922,0.183399409879062,0.00728844307078779
0.0000000000130551427623393,0.193365820373933,0.0108509698169698,0.0273453412428243,0.0792511764836569,0.00196060937212702,0.0000174333360319892,0.0140323613633663,0.251631317050826,0.00100405369672512,0.00064324559650366,0.232123978371191,0.177377784810773,0.0103959084720171
0.00000000000830581964385195,0.205263359251473,0.0114923842406247,0.0247813153491702,0.0665825483944317,0.0014656040238301,0.0000154894383686975,0.017146926205368,0.276507274901655,0.000205904232695585,0.0000773230698912401,0.235749722120537,0.153152993959736,0.00755915480391221
0.00000000000265050519895601,0.236599465133275,0.012689547894759,0.0179335715861604,0.0459594151821877,0.000872561017519737,0.0000132696061757183,0.0249452765088587,0.290451521604651,0.0000733510287430851,0.00208863284832867,0.202189782086964,0.157469126506893,0.00871447899283355
0.00000000000195470961157772,0.245969662345857,0.0135321695646361,0.0164930170382599,0.0395218307220004,0.000770916953317599,0.0000097376790356609,0.0211696624635265,0.294175324461214,0.000141360420831529,0.00325768588606819,0.198258533257578,0.160960441547592,0.00573965765812847
0.0000000000288011538573763,0.110899061713163,0.0129055890436667,0.0359309399788155,0.118019386702773,0.00257043732124893,0.0000909051891423408,0.00472440416373374,0.15606252035744,0.011353285568617,0.0120172461279532,0.310352750883098,0.213342737501166,0.0117307354203812
0.00000000000556025032194288,0.267525784035638,0.0112611634717502,0.0184063312870353,0.0474858266663258,0.000903178193811984,0.00000846468301050262,0.000380794807632869,0.304966807269834,0.00941288735433488,0.0029832411418496,0.202704771454287,0.12498470222915,0.00897604739977908
0.00000000000498552823698594,0.252616646837934,0.0110308779836553,0.0205205155304725,0.0609450504166823,0.00119042475645302,0.0000121314704403612,0.00157714135764975,0.285522932783732,0.00822009308043279,0.00319771280995096,0.232125579274741,0.11534349859689,0.00769739509597981
0.00000000000988508869322971,0.252724200354331,0.0120759007052026,0.0193443215086031,0.0593719867807731,0.00114856908957331,0.0000407517773071358,0.00252308115438871,0.318510377780935,0.0106578206522737,0.0021223370788983,0.21776492932044,0.096435602789528,0.00728012099786138
0.0000000000062748325554246,0.146353198190956,0.0072928099473885,0.0204292846804534,0.0652376901319473,0.00143998991249547,0.0000342780378025693,0.00122649499391406,0.305572054657894,0.0356502177661129,0.000980085847921745,0.29845022186699,0.112818828203324,0.00451484575652531
0.0000000000107458841851804,0.192726012195178,0.00813552101899533,0.0235104140927171,0.0595723121729353,0.00133248173557633,0.00000692868908548743,0.00072804086592559,0.272397706683729,0.00255692763893156,0.0000361198616430456,0.314098122761494,0.118766730204311,0.00613268206873172
