1.51131,13.69000,3.20000,1.81000,72.81000,1.76000,5.43000,1.19000,0.00000,6
1.51747,12.84000,3.50000,1.14000,73.27000,0.56000,8.55000,0.00000,0.00000,0
1.52196,14.36000,3.85000,0.89000,71.36000,0.15000,9.15000,0.00000,0.00000,0
1.51670,13.24000,3.57000,1.38000,72.70000,0.56000,8.44000,0.00000,0.10000,2
1.52227,14.17000,3.81000,0.78000,71.35000,0.00000,9.69000,0.00000,0.00000,0
1.51911,13.90000,3.73000,1.18000,72.12000,0.06000,8.89000,0.00000,0.00000,0
1.51763,12.80000,3.66000,1.27000,73.01000,0.60000,8.56000,0.00000,0.00000,0
1.51574,14.86000,3.67000,1.74000,71.87000,0.16000,7.36000,0.00000,0.12000,1
1.51651,14.38000,0.00000,1.94000,73.61000,0.00000,8.48000,1.57000,0.00000,6
1.51590,13.24000,3.34000,1.47000,73.10000,0.39000,8.22000,0.00000,0.00000,1
1.51685,14.92000,0.00000,1.99000,73.06000,0.00000,8.40000,1.59000,0.00000,6
1.51590,12.82000,3.52000,1.90000,72.86000,0.69000,7.97000,0.00000,0.00000,1
1.52020,13.98000,1.35000,1.63000,71.76000,0.39000,10.56000,0.00000,0.18000,1
1.51409,14.25000,3.09000,2.08000,72.28000,1.10000,7.08000,0.00000,0.00000,1
1.52300,13.31000,3.58000,0.82000,71.99000,0.12000,10.17000,0.00000,0.03000,0
1.51905,13.60000,3.62000,1.11000,72.64000,0.14000,8.76000,0.00000,0.00000,0
1.51860,13.36000,3.43000,1.43000,72.26000,0.51000,8.60000,0.00000,0.00000,1
1.51683,14.56000,0.00000,1.98000,73.29000,0.00000,8.52000,1.57000,0.07000,6
1.51631,13.34000,3.57000,1.57000,72.87000,0.61000,7.89000,0.00000,0.00000,1
1.51215,12.99000,3.47000,1.12000,72.98000,0.62000,8.35000,0.00000,0.31000,0
1.51811,13.33000,3.85000,1.25000,72.78000,0.52000,8.12000,0.00000,0.00000,1
1.51751,12.81000,3.57000,1.35000,73.02000,0.62000,8.59000,0.00000,0.00000,0
1.52247,14.86000,2.20000,2.06000,70.26000,0.76000,9.76000,0.00000,0.00000,6
1.51605,12.90000,3.44000,1.45000,73.06000,0.44000,8.27000,0.00000,0.00000,1
1.52475,11.45000,0.00000,1.88000,72.19000,0.81000,13.24000,0.00000,0.34000,1
1.51909,13.89000,3.53000,1.32000,71.81000,0.51000,8.78000,0.11000,0.00000,0
1.52065,14.36000,0.00000,2.02000,73.42000,0.00000,8.44000,1.64000,0.00000,6
1.51618,13.53000,3.55000,1.54000,72.99000,0.39000,7.78000,0.00000,0.00000,0
1.51900,13.49000,3.48000,1.35000,71.95000,0.55000,9.00000,0.00000,0.00000,0
1.52614,13.70000,0.00000,1.36000,71.24000,0.19000,13.44000,0.00000,0.10000,1
1.51753,12.57000,3.47000,1.38000,73.39000,0.60000,8.55000,0.00000,0.06000,0
1.51852,14.09000,2.19000,1.66000,72.67000,0.00000,9.32000,0.00000,0.00000,5
1.52739,11.02000,0.00000,0.75000,73.08000,0.00000,14.96000,0.00000,0.00000,1
1.51820,12.62000,2.76000,0.83000,73.81000,0.35000,9.42000,0.00000,0.20000,1
1.51508,15.15000,0.00000,2.25000,73.50000,0.00000,8.34000,0.63000,0.00000,6
1.51766,13.21000,3.69000,1.29000,72.61000,0.57000,8.22000,0.00000,0.00000,0
1.51613,13.88000,1.78000,1.79000,73.10000,0.00000,8.67000,0.76000,0.00000,6
1.52081,13.78000,2.28000,1.43000,71.99000,0.49000,9.85000,0.00000,0.17000,1
1.51567,13.29000,3.45000,1.21000,72.74000,0.56000,8.57000,0.00000,0.00000,0
1.51667,12.94000,3.61000,1.26000,72.75000,0.56000,8.60000,0.00000,0.00000,1
1.51594,13.09000,3.52000,1.55000,72.87000,0.68000,8.05000,0.00000,0.09000,1
1.51655,13.41000,3.39000,1.28000,72.64000,0.52000,8.65000,0.00000,0.00000,2
1.52213,14.21000,3.82000,0.47000,71.77000,0.11000,9.57000,0.00000,0.00000,0
1.51645,14.94000,0.00000,1.87000,73.11000,0.00000,8.67000,1.38000,0.00000,6
1.52119,12.97000,0.33000,1.51000,73.39000,0.13000,11.27000,0.00000,0.28000,4
1.51658,14.80000,0.00000,1.99000,73.11000,0.00000,8.28000,1.71000,0.00000,6
1.51665,13.14000,3.45000,1.76000,72.48000,0.60000,8.38000,0.00000,0.17000,2
1.51629,12.71000,3.33000,1.49000,73.28000,0.67000,8.24000,0.00000,0.00000,1
1.51915,12.73000,1.85000,1.86000,72.69000,0.60000,10.09000,0.00000,0.00000,4
1.51115,17.38000,0.00000,0.34000,75.41000,0.00000,6.65000,0.00000,0.00000,5
1.52315,13.44000,3.34000,1.23000,72.38000,0.60000,8.83000,0.00000,0.00000,6
1.51674,12.79000,3.52000,1.54000,73.36000,0.66000,7.90000,0.00000,0.00000,1
1.51756,13.15000,3.61000,1.05000,73.24000,0.57000,8.24000,0.00000,0.00000,0
1.51707,13.48000,3.48000,1.71000,72.52000,0.62000,7.99000,0.00000,0.00000,1
1.51829,13.24000,3.90000,1.41000,72.33000,0.55000,8.31000,0.00000,0.10000,1
1.51653,11.95000,0.00000,1.19000,75.18000,2.70000,8.93000,0.00000,0.00000,6
1.52222,14.43000,0.00000,1.00000,72.67000,0.10000,11.52000,0.00000,0.08000,1
1.51898,13.58000,3.35000,1.23000,72.08000,0.59000,8.91000,0.00000,0.00000,0
1.51784,13.08000,3.49000,1.28000,72.86000,0.60000,8.49000,0.00000,0.00000,0
1.51623,14.20000,0.00000,2.79000,73.46000,0.04000,9.04000,0.40000,0.09000,6
1.51743,12.20000,3.25000,1.16000,73.55000,0.62000,8.90000,0.00000,0.24000,1
1.51640,14.37000,0.00000,2.74000,72.85000,0.00000,9.45000,0.54000,0.00000,6
1.51514,14.85000,0.00000,2.42000,73.72000,0.00000,8.39000,0.56000,0.00000,6
1.51617,14.95000,0.00000,2.27000,73.30000,0.00000,8.71000,0.67000,0.00000,6
1.51966,14.77000,3.75000,0.29000,72.02000,0.03000,9.00000,0.00000,0.00000,0
1.51655,12.75000,2.85000,1.44000,73.27000,0.57000,8.79000,0.11000,0.22000,1
1.51730,12.35000,2.72000,1.63000,72.87000,0.70000,9.23000,0.00000,0.00000,1
1.51643,12.16000,3.52000,1.35000,72.89000,0.57000,8.53000,0.00000,0.00000,2
1.51666,12.86000,0.00000,1.83000,73.88000,0.97000,10.17000,0.00000,0.00000,4
1.51592,12.86000,3.52000,2.12000,72.66000,0.69000,7.97000,0.00000,0.00000,1
1.51750,12.82000,3.55000,1.49000,72.75000,0.54000,8.52000,0.00000,0.19000,0
1.51848,13.64000,3.87000,1.27000,71.96000,0.54000,8.32000,0.00000,0.32000,1
1.52043,13.38000,0.00000,1.40000,72.25000,0.33000,12.50000,0.00000,0.00000,4
1.53125,10.73000,0.00000,2.10000,69.81000,0.58000,13.30000,3.15000,0.28000,1
1.51618,13.01000,3.50000,1.48000,72.89000,0.60000,8.12000,0.00000,0.00000,1
1.52667,13.99000,3.70000,0.71000,71.57000,0.02000,9.82000,0.00000,0.10000,0
1.51776,13.53000,3.41000,1.52000,72.04000,0.58000,8.79000,0.00000,0.00000,2
1.51627,13.00000,3.58000,1.54000,72.83000,0.61000,8.04000,0.00000,0.00000,1
1.51720,13.38000,3.50000,1.15000,72.85000,0.50000,8.43000,0.00000,0.00000,0
1.52177,13.75000,1.01000,1.36000,72.19000,0.33000,11.14000,0.00000,0.00000,1
