129.00000,8,1,0,1,3,1,0,98.80000,177.80000,66.50000,53.70000,2385.00000,3,2,122.00000,1,3.39000,3.39000,8.60000,84.00000,4800.00000,26.00000,32.00000,10595.00000,1
65.00000,19,1,0,0,3,1,0,102.40000,175.60000,66.50000,53.90000,2414.00000,3,2,122.00000,5,3.31000,3.54000,8.70000,92.00000,4200.00000,27.00000,32.00000,9988.00000,-1
197.00000,19,1,0,1,3,2,0,102.90000,183.50000,67.70000,52.00000,3016.00000,0,3,171.00000,5,3.27000,3.35000,9.30000,161.00000,5200.00000,19.00000,24.00000,15998.00000,3
106.00000,5,1,0,1,3,1,0,96.50000,167.50000,65.20000,53.30000,2289.00000,3,2,110.00000,0,3.15000,3.58000,9.00000,86.00000,5800.00000,27.00000,33.00000,9095.00000,0
101.00000,5,1,0,1,3,1,0,93.70000,150.00000,64.00000,52.60000,1837.00000,3,2,79.00000,0,2.91000,3.07000,10.10000,60.00000,5500.00000,38.00000,42.00000,5399.00000,1
102.00000,18,1,0,0,2,1,0,97.20000,172.00000,65.40000,52.50000,2145.00000,4,2,108.00000,1,3.62000,2.64000,9.50000,82.00000,4800.00000,32.00000,37.00000,7126.00000,0
95.00000,21,1,0,0,2,2,0,109.10000,188.80000,68.90000,55.50000,2952.00000,3,2,141.00000,5,3.78000,3.15000,9.50000,114.00000,5400.00000,23.00000,28.00000,16845.00000,-1
65.00000,19,1,0,0,3,1,0,102.40000,175.60000,66.50000,53.90000,2458.00000,3,2,122.00000,5,3.31000,3.54000,8.70000,92.00000,4200.00000,27.00000,32.00000,11248.00000,-1
134.00000,19,1,0,1,3,2,0,98.40000,176.20000,65.60000,52.00000,2551.00000,3,2,146.00000,5,3.62000,3.50000,9.30000,116.00000,4800.00000,24.00000,30.00000,9989.00000,2
74.00000,14,1,0,0,1,1,0,103.30000,174.60000,64.60000,59.80000,2535.00000,3,2,122.00000,1,3.35000,3.46000,8.50000,88.00000,5000.00000,24.00000,30.00000,8921.00000,-1
103.00000,21,1,0,0,2,2,0,104.30000,188.80000,67.20000,56.20000,2935.00000,3,2,141.00000,5,3.78000,3.15000,9.50000,114.00000,5400.00000,24.00000,28.00000,15985.00000,-2
153.00000,11,1,1,1,3,1,0,96.30000,173.00000,65.40000,49.40000,2370.00000,3,2,110.00000,6,3.17000,3.46000,7.50000,116.00000,5500.00000,23.00000,30.00000,9959.00000,3
122.00000,20,0,0,1,2,1,0,97.30000,171.70000,65.50000,55.70000,2261.00000,3,2,97.00000,3,3.01000,3.40000,23.00000,52.00000,4800.00000,37.00000,46.00000,7775.00000,2
102.00000,18,1,0,0,2,1,0,97.20000,172.00000,65.40000,52.50000,2190.00000,4,2,108.00000,1,3.62000,2.64000,9.50000,82.00000,4400.00000,28.00000,33.00000,7775.00000,0
197.00000,19,1,0,1,3,2,0,102.90000,183.50000,67.70000,52.00000,2976.00000,0,3,171.00000,5,3.27000,3.35000,9.30000,161.00000,5200.00000,20.00000,24.00000,16558.00000,3
134.00000,19,1,0,1,3,2,0,98.40000,176.20000,65.60000,52.00000,2714.00000,3,2,146.00000,5,3.62000,3.50000,9.30000,116.00000,4800.00000,24.00000,30.00000,11549.00000,2
128.00000,12,1,0,1,2,1,0,94.50000,165.30000,63.80000,54.50000,1951.00000,3,2,97.00000,1,3.15000,3.29000,9.40000,69.00000,5200.00000,31.00000,37.00000,7299.00000,1
145.00000,4,1,1,1,3,1,0,95.90000,173.20000,66.30000,50.20000,2811.00000,3,2,156.00000,4,3.60000,3.90000,7.00000,145.00000,5000.00000,19.00000,24.00000,12964.00000,3
186.00000,15,1,0,1,3,2,0,94.50000,168.90000,68.30000,50.20000,2778.00000,3,2,151.00000,5,3.94000,3.11000,9.50000,143.00000,5500.00000,19.00000,27.00000,22018.00000,3
161.00000,11,1,1,1,3,1,0,93.00000,157.30000,63.80000,50.80000,2145.00000,3,2,98.00000,6,3.03000,3.39000,7.60000,102.00000,5500.00000,24.00000,30.00000,7689.00000,1
78.00000,5,1,0,0,1,1,0,96.50000,157.10000,63.90000,58.30000,2024.00000,3,2,92.00000,0,2.92000,3.41000,9.20000,76.00000,6000.00000,30.00000,34.00000,7295.00000,0
87.00000,19,1,0,1,3,1,0,95.70000,158.70000,63.60000,54.50000,2040.00000,3,2,92.00000,1,3.05000,3.03000,9.00000,62.00000,4800.00000,31.00000,38.00000,6338.00000,1
168.00000,19,1,0,1,3,2,0,94.50000,168.70000,64.00000,52.60000,2204.00000,3,2,98.00000,1,3.19000,3.03000,9.00000,70.00000,4800.00000,29.00000,34.00000,8238.00000,1
74.00000,19,1,0,0,3,1,0,95.70000,158.70000,63.60000,54.50000,2015.00000,3,2,92.00000,1,3.05000,3.03000,9.00000,62.00000,4800.00000,31.00000,38.00000,6488.00000,1
168.00000,19,1,0,1,2,2,0,94.50000,168.70000,64.00000,52.60000,2265.00000,0,2,98.00000,5,3.24000,3.08000,9.40000,112.00000,6600.00000,26.00000,29.00000,9298.00000,1
91.00000,19,1,0,0,1,0,0,95.70000,169.70000,63.60000,59.10000,3110.00000,3,2,92.00000,1,3.05000,3.03000,9.00000,62.00000,4800.00000,27.00000,32.00000,8778.00000,0
85.00000,5,1,0,0,2,1,0,96.50000,175.40000,62.50000,54.10000,2372.00000,3,2,110.00000,0,3.15000,3.58000,9.00000,86.00000,5800.00000,27.00000,33.00000,10295.00000,0
