1.784280119435151073e-03 5.457830209281763212e-01 4.524326989523885234e-01
6.183002197978634817e-02 1.971791466147529148e-01 7.409908314054607370e-01
6.818180323867485682e-02 1.951508639857132965e-01 7.366673327756119161e-01
4.387871139445333468e-01 1.636746147023692387e-03 5.595761399084429044e-01
9.009637732252823161e-01 9.686480904612417009e-02 2.171417728593519423e-03
8.955558111356590745e-01 1.024517058400493397e-01 1.992483024291560705e-03
1.989940585499454517e-01 4.168768527602687013e-01 3.841290886897858470e-01
8.713060405287197108e-02 5.991786712407678461e-01 3.136907247063602244e-01
4.089928576960549234e-01 4.722335171715875135e-01 1.187736251323575076e-01
6.789114427665547957e-01 9.083833136253319229e-02 2.302502258709120952e-01
9.670480291253110705e-01 3.191620145284018717e-02 1.035769421848619157e-03
8.282599298771586849e-01 4.204744506733965395e-03 1.675353256161074278e-01
4.708193010270165790e-01 2.228439189392777964e-02 5.068963070790556413e-01
2.867910083627812565e-03 4.530268997986681145e-01 5.441051901177040850e-01
4.967665618041682829e-01 1.550319413253994916e-03 5.016831187825776528e-01
3.651217454176759469e-01 5.981804360851434854e-01 3.669781849718052602e-02
9.962398104058870496e-01 1.968410680260670141e-03 1.791778913852336199e-03
2.074706502993052537e-03 3.332713616836732728e-01 6.646539318133336538e-01
3.333333333333333148e-01 3.333333333333333148e-01 3.333333333333333148e-01
7.755496390679552654e-01 2.200106730397057564e-01 4.439687892339073613e-03
1.907174371089429693e-02 5.141268152400225722e-01 4.668014410490831656e-01
3.239052323634767933e-03 6.131488623038254815e-01 3.836120853725397684e-01
9.953539550497984001e-01 2.144018539765115555e-03 2.502026410436549407e-03
7.632246815392824679e-01 3.062737991692213169e-02 2.061479385437954559e-01
4.152014778082730936e-03 7.014620212643931652e-01 2.943859639575241993e-01
2.355667585016129380e-03 7.388939933597205023e-01 2.587503390552634563e-01
9.065809320869431254e-01 1.822744134957325537e-03 9.159632377809950876e-02
6.315250697191457929e-01 1.555676514538465241e-02 3.529181651354696414e-01
9.404132713131823085e-01 4.409226963866785809e-02 1.549445904814981782e-02
2.780304786818299685e-03 5.600963140647248206e-01 4.371233811484568355e-01
6.336919546247021806e-01 2.100911925569722560e-01 1.562168528183255634e-01
7.595113654609001452e-01 1.451121437562085184e-03 2.390375131015377019e-01
6.475591766920324455e-01 3.502084507976044314e-01 2.232372510363142635e-03
3.518599030637883929e-01 6.104415783657516359e-01 3.769851857045988103e-02
3.721582603242458709e-01 9.509944657958887670e-04 6.268907452099582445e-01
4.144001381802221370e-03 6.337682889516745854e-01 3.620877096665230943e-01
2.190037848353303396e-01 6.168717729535870831e-01 1.641244422110826051e-01
9.970115422295903196e-01 1.396844702902801235e-03 1.591613067506881564e-03
9.962242395385146887e-01 2.034292444807129108e-03 1.741468016678147717e-03
6.077101086161399435e-01 1.229312431252961926e-03 3.910605789526070963e-01
1.517519230173522693e-01 6.452652169869260712e-01 2.029828599957216317e-01
9.169007739238353993e-01 8.167234249652349787e-02 1.426883579640946236e-03
