0,31.92000,4.46000,0,0,2,1,6.04000,0,0,3.00000,1,0,311.00000,300.00000,0
0,41.50000,1.54000,0,0,3,2,3.50000,1,1,0.00000,1,0,216.00000,0.00000,0
0,23.92000,0.66500,0,0,0,0,0.16500,1,1,0.00000,1,0,100.00000,0.00000,0
1,25.75000,0.50000,0,0,0,1,0.87500,0,1,0.00000,0,0,491.00000,0.00000,0
0,26.00000,1.00000,0,0,8,0,1.75000,0,1,0.00000,0,0,280.00000,0.00000,0
0,37.42000,2.04000,0,0,9,0,0.04000,0,1,0.00000,0,0,400.00000,5800.00000,0
0,34.92000,2.50000,0,0,9,0,0.00000,0,1,0.00000,0,0,239.00000,200.00000,0
0,34.25000,3.00000,0,0,2,1,7.41500,0,1,0.00000,0,0,0.00000,0.00000,0
0,23.33000,11.62500,1,1,9,0,0.83500,0,1,0.00000,0,0,160.00000,300.00000,0
0,23.17000,0.00000,0,0,2,0,0.08500,0,1,0.00000,1,0,0.00000,0.00000,0
0,44.33000,0.50000,0,0,3,1,5.00000,0,1,0.00000,0,0,320.00000,0.00000,0
0,35.17000,4.50000,0,0,10,1,5.75000,1,1,0.00000,0,2,711.00000,0.00000,0
0,43.25000,3.00000,0,0,8,1,6.00000,0,0,11.00000,1,0,80.00000,0.00000,0
0,56.75000,12.25000,0,0,6,0,1.25000,0,0,4.00000,0,0,200.00000,0.00000,0
0,31.67000,16.16500,0,0,1,0,3.00000,0,0,9.00000,1,0,250.00000,730.00000,0
1,23.42000,0.79000,1,1,8,0,1.50000,0,0,2.00000,0,0,80.00000,400.00000,0
1,20.42000,0.83500,0,0,8,0,1.58500,0,0,1.00000,1,0,0.00000,0.00000,0
0,26.67000,4.25000,0,0,2,0,4.29000,0,0,1.00000,0,0,120.00000,0.00000,0
0,34.17000,1.54000,0,0,2,0,1.54000,0,0,1.00000,0,0,520.00000,50000.00000,0
1,36.00000,1.00000,0,0,0,0,2.00000,0,0,11.00000,1,0,0.00000,456.00000,0
0,25.50000,0.37500,0,0,6,0,0.25000,0,0,3.00000,1,0,260.00000,15108.00000,0
0,19.42000,6.50000,0,0,9,1,1.46000,0,0,7.00000,1,0,80.00000,2954.00000,0
0,35.17000,25.12500,0,0,10,1,1.62500,0,0,1.00000,0,0,515.00000,500.00000,0
0,32.33000,7.50000,0,0,11,2,1.58500,0,1,0.00000,0,2,420.00000,0.00000,1
1,38.58000,5.00000,0,0,2,0,13.50000,0,1,0.00000,0,0,980.00000,0.00000,1
0,44.25000,0.50000,0,0,6,0,10.75000,0,1,0.00000,1,2,400.00000,0.00000,1
0,44.83000,7.00000,1,1,0,0,1.62500,1,1,0.00000,1,0,160.00000,2.00000,1
0,20.67000,5.29000,0,0,8,0,0.37500,0,0,1.00000,1,0,160.00000,0.00000,1
0,34.08000,6.50000,0,0,12,0,0.12500,0,1,0.00000,0,0,443.00000,0.00000,1
1,19.17000,0.58500,1,1,12,0,0.58500,0,1,0.00000,0,0,160.00000,0.00000,1
0,21.67000,1.16500,1,1,5,0,2.50000,0,0,1.00000,1,0,180.00000,20.00000,1
0,21.50000,9.75000,0,0,0,0,0.25000,0,1,0.00000,1,0,140.00000,0.00000,1
0,49.58000,19.00000,0,0,13,7,0.00000,0,0,1.00000,1,0,94.00000,0.00000,1
1,27.67000,1.50000,0,0,6,0,2.00000,0,1,0.00000,1,2,368.00000,0.00000,1
0,39.83000,0.50000,0,0,6,0,0.25000,0,1,0.00000,1,2,288.00000,0.00000,1
0,27.25000,0.62500,0,0,12,0,0.45500,0,1,0.00000,0,0,200.00000,0.00000,1
0,37.17000,4.00000,0,0,0,2,5.00000,0,1,0.00000,0,2,280.00000,0.00000,1
0,25.67000,2.21000,1,1,12,0,4.00000,0,1,0.00000,1,0,188.00000,0.00000,1
0,34.00000,4.50000,0,0,12,0,1.00000,0,1,0.00000,0,0,240.00000,0.00000,1
