31.00000,4.00000,71.00000,65.00000,1773.00000,19.00000,1972.00000,6,1
14.00000,8.00000,351.00000,148.00000,4657.00000,14.00000,1976.00000,2,0
18.00000,6.00000,250.00000,78.00000,3574.00000,21.00000,1977.00000,2,0
29.90000,4.00000,98.00000,65.00000,2380.00000,21.00000,1982.00000,2,0
27.00000,4.00000,97.00000,88.00000,2130.00000,15.00000,1971.00000,11,1
16.00000,6.00000,250.00000,100.00000,3278.00000,18.00000,1974.00000,0,0
23.00000,4.00000,120.00000,97.00000,2506.00000,15.00000,1973.00000,6,1
21.00000,6.00000,199.00000,90.00000,2648.00000,15.00000,1971.00000,12,0
30.00000,4.00000,97.00000,67.00000,1985.00000,16.00000,1978.00000,15,1
22.40000,6.00000,231.00000,110.00000,3415.00000,16.00000,1982.00000,10,0
26.00000,4.00000,97.00000,46.00000,1835.00000,21.00000,1971.00000,1,2
21.50000,3.00000,80.00000,110.00000,2720.00000,14.00000,1978.00000,16,1
16.50000,8.00000,351.00000,138.00000,3955.00000,13.00000,1980.00000,17,0
20.20000,6.00000,232.00000,90.00000,3265.00000,18.00000,1980.00000,12,0
16.00000,6.00000,250.00000,105.00000,3897.00000,19.00000,1976.00000,0,0
14.00000,8.00000,302.00000,140.00000,4638.00000,16.00000,1975.00000,2,0
18.50000,6.00000,250.00000,110.00000,3645.00000,16.00000,1977.00000,18,0
17.50000,6.00000,250.00000,110.00000,3520.00000,16.00000,1978.00000,0,0
14.00000,8.00000,455.00000,225.00000,3086.00000,10.00000,1971.00000,10,0
31.60000,4.00000,120.00000,74.00000,2635.00000,18.00000,1982.00000,16,1
13.00000,8.00000,318.00000,150.00000,3755.00000,14.00000,1977.00000,9,0
22.00000,4.00000,122.00000,86.00000,2395.00000,16.00000,1973.00000,2,0
29.00000,4.00000,97.00000,78.00000,1940.00000,15.00000,1978.00000,1,2
20.20000,6.00000,200.00000,88.00000,3060.00000,17.00000,1982.00000,2,0
13.00000,8.00000,400.00000,150.00000,4464.00000,12.00000,1974.00000,0,0
27.20000,4.00000,141.00000,71.00000,3190.00000,25.00000,1980.00000,19,2
14.00000,8.00000,340.00000,160.00000,3609.00000,8.00000,1971.00000,4,0
24.00000,4.00000,116.00000,75.00000,2158.00000,16.00000,1974.00000,20,2
16.50000,8.00000,350.00000,180.00000,4380.00000,12.00000,1977.00000,3,0
16.00000,8.00000,400.00000,230.00000,4278.00000,10.00000,1974.00000,18,0
19.00000,6.00000,156.00000,108.00000,2930.00000,16.00000,1977.00000,6,1
33.50000,4.00000,98.00000,83.00000,2075.00000,16.00000,1978.00000,9,0
29.00000,4.00000,90.00000,70.00000,1937.00000,14.00000,1977.00000,1,2
13.00000,8.00000,360.00000,175.00000,3821.00000,11.00000,1974.00000,12,0
18.00000,6.00000,232.00000,100.00000,2945.00000,16.00000,1974.00000,12,0
22.00000,4.00000,108.00000,94.00000,2379.00000,17.00000,1974.00000,11,1
32.70000,6.00000,168.00000,132.00000,2910.00000,11.00000,1981.00000,11,1
46.60000,4.00000,86.00000,65.00000,2110.00000,18.00000,1981.00000,16,1
14.00000,8.00000,318.00000,150.00000,4237.00000,15.00000,1974.00000,4,0
18.50000,6.00000,250.00000,98.00000,3525.00000,19.00000,1978.00000,2,0
26.00000,4.00000,97.00000,46.00000,1950.00000,21.00000,1974.00000,1,2
32.00000,4.00000,91.00000,67.00000,1965.00000,16.00000,1983.00000,14,1
29.50000,4.00000,97.00000,71.00000,1825.00000,12.00000,1977.00000,1,2
17.50000,8.00000,305.00000,145.00000,3880.00000,13.00000,1978.00000,0,0
20.00000,6.00000,198.00000,95.00000,3102.00000,17.00000,1975.00000,4,0
27.00000,4.00000,112.00000,88.00000,2640.00000,19.00000,1983.00000,0,0
28.00000,4.00000,97.00000,92.00000,2288.00000,17.00000,1973.00000,11,1
24.00000,4.00000,119.00000,97.00000,2545.00000,17.00000,1976.00000,11,1
29.00000,4.00000,98.00000,83.00000,2219.00000,17.00000,1975.00000,7,2
38.00000,6.00000,262.00000,85.00000,3015.00000,17.00000,1983.00000,8,0
22.50000,6.00000,232.00000,90.00000,3085.00000,18.00000,1977.00000,12,0
