3,12.00000,2,3,1881.00000,1,2,2.00000,1,0,2.00000,2,44.00000,2,0,1.00000,1,1.00000,1,0,0
1,18.00000,2,1,7511.00000,0,4,1.00000,2,0,4.00000,1,51.00000,2,2,1.00000,2,2.00000,1,0,1
2,18.00000,4,3,1795.00000,1,4,3.00000,1,2,4.00000,0,48.00000,0,0,2.00000,1,1.00000,1,0,0
1,24.00000,2,0,2303.00000,1,4,4.00000,2,1,1.00000,0,45.00000,2,1,1.00000,2,1.00000,0,0,1
1,8.00000,4,0,3398.00000,1,3,1.00000,2,0,4.00000,0,39.00000,2,1,2.00000,1,1.00000,0,1,0
0,18.00000,1,0,6458.00000,1,4,2.00000,2,0,4.00000,3,39.00000,0,1,2.00000,3,2.00000,1,0,1
1,24.00000,4,1,6419.00000,1,4,2.00000,1,0,4.00000,3,44.00000,2,2,2.00000,3,2.00000,1,0,0
0,12.00000,2,0,640.00000,1,2,4.00000,0,0,2.00000,0,49.00000,2,1,1.00000,1,1.00000,0,0,0
2,9.00000,4,2,1919.00000,1,3,4.00000,2,0,3.00000,2,35.00000,2,0,1.00000,2,1.00000,1,0,0
1,28.00000,2,0,4006.00000,1,2,3.00000,2,0,2.00000,2,45.00000,2,1,1.00000,1,1.00000,0,0,1
0,6.00000,1,0,783.00000,0,2,1.00000,2,2,2.00000,0,26.00000,1,1,1.00000,1,2.00000,0,0,0
1,24.00000,3,3,1659.00000,1,1,4.00000,1,0,2.00000,2,29.00000,2,0,1.00000,1,1.00000,1,0,1
2,15.00000,4,9,2326.00000,3,2,2.00000,2,0,4.00000,2,27.00000,0,1,1.00000,2,1.00000,0,0,0
0,24.00000,4,1,5804.00000,4,2,4.00000,2,0,2.00000,0,27.00000,2,1,2.00000,2,1.00000,0,0,0
1,24.00000,2,1,2924.00000,1,2,3.00000,2,2,4.00000,3,63.00000,0,1,1.00000,2,2.00000,1,0,0
2,48.00000,3,6,6224.00000,1,4,4.00000,2,0,4.00000,3,50.00000,2,2,1.00000,2,1.00000,0,0,1
1,27.00000,0,9,5293.00000,1,0,2.00000,2,0,4.00000,1,50.00000,1,1,2.00000,2,1.00000,1,0,1
1,48.00000,2,1,10297.00000,1,3,4.00000,2,0,4.00000,3,39.00000,1,2,3.00000,2,2.00000,1,0,1
0,18.00000,2,0,6761.00000,0,2,2.00000,2,0,4.00000,2,68.00000,2,0,2.00000,2,1.00000,0,0,1
2,48.00000,1,9,3566.00000,2,3,4.00000,2,0,2.00000,2,30.00000,2,1,1.00000,2,1.00000,0,0,0
3,15.00000,4,3,1271.00000,0,2,3.00000,2,0,4.00000,3,39.00000,2,2,2.00000,2,1.00000,1,0,1
0,15.00000,2,1,4657.00000,1,2,3.00000,2,0,2.00000,2,30.00000,2,1,1.00000,2,1.00000,1,0,0
1,42.00000,2,3,3965.00000,1,1,4.00000,2,0,3.00000,2,34.00000,2,1,1.00000,2,1.00000,0,0,1
1,6.00000,1,6,1198.00000,1,4,4.00000,1,0,4.00000,3,35.00000,2,2,1.00000,2,1.00000,0,0,1
1,12.00000,2,3,2214.00000,1,2,4.00000,2,0,3.00000,1,24.00000,2,1,1.00000,1,1.00000,0,0,0
0,24.00000,2,1,5433.00000,0,0,2.00000,1,0,4.00000,1,26.00000,2,0,1.00000,3,1.00000,1,0,0
1,12.00000,2,6,684.00000,1,2,4.00000,2,0,4.00000,2,40.00000,2,0,1.00000,1,2.00000,0,0,1
3,15.00000,2,3,2327.00000,1,1,2.00000,1,0,3.00000,0,25.00000,2,1,1.00000,1,1.00000,0,0,1
0,10.00000,2,1,2901.00000,0,1,1.00000,1,0,4.00000,0,31.00000,2,0,1.00000,2,1.00000,0,0,0
2,36.00000,2,3,2323.00000,1,3,4.00000,2,0,4.00000,2,24.00000,2,0,1.00000,2,1.00000,0,0,0
0,15.00000,2,2,2186.00000,0,3,1.00000,1,0,4.00000,0,33.00000,0,0,1.00000,1,1.00000,0,0,0
0,12.00000,4,6,2012.00000,0,3,4.00000,1,0,2.00000,2,61.00000,2,1,1.00000,2,1.00000,0,0,0
0,24.00000,4,3,1851.00000,1,3,4.00000,3,2,2.00000,2,33.00000,2,1,2.00000,2,1.00000,1,0,0
0,6.00000,2,6,1538.00000,1,1,1.00000,1,0,2.00000,3,56.00000,2,1,1.00000,2,1.00000,0,0,0
0,11.00000,4,0,7228.00000,1,2,1.00000,2,0,4.00000,1,39.00000,2,1,2.00000,1,1.00000,0,0,0
0,12.00000,2,2,1123.00000,3,2,4.00000,1,0,4.00000,2,29.00000,2,0,1.00000,1,1.00000,0,0,1
2,30.00000,4,2,8386.00000,1,3,2.00000,2,0,2.00000,1,49.00000,2,1,1.00000,2,1.00000,0,0,1
1,24.00000,4,1,2957.00000,1,4,4.00000,2,0,4.00000,1,63.00000,2,1,2.00000,2,1.00000,1,0,0
0,18.00000,4,3,629.00000,3,4,4.00000,2,0,3.00000,1,32.00000,0,1,2.00000,3,1.00000,1,0,0
2,18.00000,2,5,3872.00000,1,0,2.00000,1,0,4.00000,2,67.00000,2,1,1.00000,2,1.00000,1,0,0
1,24.00000,2,0,1207.00000,1,1,4.00000,1,0,4.00000,1,24.00000,2,0,1.00000,2,1.00000,0,0,1
1,18.00000,2,3,3190.00000,1,2,2.00000,1,0,2.00000,0,24.00000,2,1,1.00000,2,1.00000,0,0,1
0,15.00000,4,3,1829.00000,1,4,4.00000,2,0,4.00000,2,46.00000,2,1,2.00000,2,1.00000,1,0,0
2,24.00000,2,1,4113.00000,3,1,3.00000,1,0,4.00000,2,28.00000,2,0,1.00000,2,1.00000,0,0,1
0,12.00000,4,0,1255.00000,1,4,4.00000,2,0,4.00000,0,61.00000,2,1,2.00000,1,1.00000,0,0,0
1,14.00000,2,0,3973.00000,1,0,1.00000,2,0,4.00000,3,22.00000,2,2,1.00000,2,1.00000,0,0,0
2,30.00000,2,3,2991.00000,0,4,2.00000,1,0,4.00000,2,25.00000,2,1,1.00000,2,1.00000,0,0,0
