0,49.00000,1.50000,1,4,2,0.00000,0,1,0.00000,0,1,100.00000,28.00000,0
1,48.17000,7.62500,1,8,7,15.50000,0,0,12.00000,1,1,0.00000,791.00000,1
1,32.25000,0.16500,0,7,7,3.25000,0,0,1.00000,0,1,432.00000,8001.00000,1
1,42.75000,3.00000,1,2,4,1.00000,0,1,0.00000,1,1,0.00000,201.00000,0
1,35.25000,3.16500,1,13,7,3.75000,0,1,0.00000,0,1,680.00000,1.00000,0
0,18.58000,10.00000,1,1,3,0.41500,1,1,0.00000,1,1,80.00000,43.00000,0
0,16.92000,0.50000,1,2,3,0.16500,1,0,6.00000,0,1,240.00000,36.00000,0
1,38.17000,10.12500,1,13,3,2.50000,0,0,6.00000,1,1,520.00000,197.00000,1
0,20.42000,0.83500,1,10,3,1.58500,0,0,1.00000,1,1,0.00000,1.00000,1
1,20.00000,7.00000,1,7,3,0.50000,1,1,0.00000,1,1,0.00000,1.00000,0
1,32.33000,2.50000,1,7,3,1.25000,1,1,0.00000,0,1,280.00000,1.00000,0
1,29.67000,1.41500,1,8,7,0.75000,0,0,1.00000,1,1,240.00000,101.00000,1
1,25.25000,1.00000,1,5,3,0.50000,1,1,0.00000,1,1,200.00000,1.00000,0
1,22.33000,11.00000,1,8,3,2.00000,0,0,1.00000,1,1,80.00000,279.00000,1
1,38.92000,1.75000,1,3,3,0.50000,1,1,0.00000,0,1,300.00000,3.00000,0
0,37.75000,5.50000,1,10,3,0.12500,0,1,0.00000,0,1,228.00000,1.00000,1
1,41.58000,1.75000,1,3,3,0.21000,0,1,0.00000,1,1,160.00000,1.00000,0
1,26.92000,2.25000,1,2,4,0.50000,1,1,0.00000,0,1,640.00000,4001.00000,0
1,34.17000,1.54000,1,12,3,1.54000,0,0,1.00000,0,1,520.00000,50001.00000,1
1,28.33000,5.00000,1,8,3,11.00000,0,1,0.00000,0,1,70.00000,1.00000,1
1,36.08000,2.54000,1,0,0,0.00000,1,1,0.00000,1,1,0.00000,1001.00000,0
1,32.33000,7.50000,1,9,4,1.58500,0,1,0.00000,0,0,420.00000,1.00000,0
1,51.42000,0.04000,1,13,7,0.04000,0,1,0.00000,1,1,0.00000,3001.00000,1
1,31.57000,0.62500,1,3,3,0.25000,1,1,0.00000,1,1,380.00000,2011.00000,0
1,30.17000,0.50000,1,7,3,1.75000,0,0,11.00000,1,1,32.00000,541.00000,1
0,24.92000,1.25000,1,0,0,0.00000,0,1,0.00000,1,1,80.00000,1.00000,0
0,29.75000,0.66500,1,8,3,0.25000,1,1,0.00000,0,1,300.00000,1.00000,0
1,32.42000,2.16500,0,3,0,0.00000,1,1,0.00000,1,1,120.00000,1.00000,0
1,27.83000,1.50000,1,8,3,2.00000,0,0,11.00000,0,1,434.00000,36.00000,1
1,59.67000,1.54000,1,10,3,0.12500,0,1,0.00000,0,1,260.00000,1.00000,1
1,32.42000,3.00000,1,1,3,0.16500,1,1,0.00000,0,1,120.00000,1.00000,0
1,76.75000,22.29000,1,9,8,12.75000,0,0,1.00000,0,1,0.00000,110.00000,1
1,13.75000,4.00000,0,8,3,1.75000,0,0,2.00000,0,1,120.00000,1001.00000,1
1,30.08000,1.04000,0,2,4,0.50000,0,0,10.00000,0,1,132.00000,29.00000,0
1,21.17000,0.87500,0,7,7,0.25000,1,1,0.00000,1,1,280.00000,205.00000,0
1,36.33000,2.12500,0,8,3,0.08500,0,0,1.00000,1,1,50.00000,1188.00000,1
1,54.58000,9.41500,1,0,0,14.41500,0,0,11.00000,0,1,30.00000,301.00000,1
0,38.92000,1.66500,1,5,3,0.25000,1,1,0.00000,1,1,0.00000,391.00000,0
1,41.17000,1.33500,1,1,3,0.16500,1,1,0.00000,1,1,168.00000,1.00000,0
0,22.83000,2.29000,1,10,7,2.29000,0,0,7.00000,0,1,140.00000,2385.00000,1
1,26.67000,2.71000,0,12,3,5.25000,0,0,1.00000,1,1,211.00000,1.00000,1
0,17.92000,0.54000,1,7,3,1.75000,1,0,1.00000,0,1,80.00000,6.00000,0
0,30.58000,10.66500,1,10,7,0.08500,1,0,12.00000,0,1,129.00000,4.00000,0
1,23.50000,3.16500,0,3,3,0.41500,1,0,1.00000,0,1,280.00000,81.00000,0
0,20.08000,1.25000,1,7,3,0.00000,1,1,0.00000,1,1,0.00000,1.00000,0
1,29.83000,2.04000,0,13,7,0.04000,1,1,0.00000,1,1,128.00000,2.00000,0
1,45.17000,1.50000,1,7,3,2.50000,0,1,0.00000,0,1,140.00000,1.00000,0
1,25.08000,1.71000,1,13,3,1.66500,0,0,1.00000,0,1,395.00000,21.00000,1
