1.51786,12.73000,3.43000,1.19000,72.95000,0.62000,8.76000,0.00000,0.30000,0
1.51720,13.38000,3.50000,1.15000,72.85000,0.50000,8.43000,0.00000,0.00000,0
1.51567,13.29000,3.45000,1.21000,72.74000,0.56000,8.57000,0.00000,0.00000,0
1.52152,13.12000,3.58000,0.90000,72.20000,0.23000,9.82000,0.00000,0.16000,0
1.52222,14.43000,0.00000,1.00000,72.67000,0.10000,11.52000,0.00000,0.08000,1
1.52739,11.02000,0.00000,0.75000,73.08000,0.00000,14.96000,0.00000,0.00000,1
1.51756,13.15000,3.61000,1.05000,73.24000,0.57000,8.24000,0.00000,0.00000,0
1.51571,12.72000,3.46000,1.56000,73.20000,0.67000,8.09000,0.00000,0.24000,0
1.52127,14.32000,3.90000,0.83000,71.50000,0.00000,9.49000,0.00000,0.00000,0
1.51655,13.41000,3.39000,1.28000,72.64000,0.52000,8.65000,0.00000,0.00000,0
1.51627,13.00000,3.58000,1.54000,72.83000,0.61000,8.04000,0.00000,0.00000,1
1.51673,13.30000,3.64000,1.53000,72.53000,0.65000,8.03000,0.00000,0.29000,1
1.51844,13.25000,3.76000,1.32000,72.40000,0.58000,8.42000,0.00000,0.00000,1
1.51754,13.39000,3.66000,1.19000,72.79000,0.57000,8.27000,0.00000,0.11000,0
1.51779,13.64000,3.65000,0.65000,73.00000,0.06000,8.93000,0.00000,0.00000,0
1.52777,12.64000,0.00000,0.67000,72.02000,0.06000,14.40000,0.00000,0.00000,1
1.51665,13.14000,3.45000,1.76000,72.48000,0.60000,8.38000,0.00000,0.17000,0
1.52664,11.23000,0.00000,0.77000,73.21000,0.00000,14.68000,0.00000,0.00000,1
1.51846,13.41000,3.89000,1.33000,72.38000,0.51000,8.28000,0.00000,0.00000,1
1.51793,13.21000,3.48000,1.41000,72.64000,0.59000,8.43000,0.00000,0.00000,0
1.51898,13.58000,3.35000,1.23000,72.08000,0.59000,8.91000,0.00000,0.00000,0
1.51613,13.92000,3.52000,1.25000,72.88000,0.37000,7.94000,0.00000,0.14000,1
1.51594,13.09000,3.52000,1.55000,72.87000,0.68000,8.05000,0.00000,0.09000,1
1.51592,12.86000,3.52000,2.12000,72.66000,0.69000,7.97000,0.00000,0.00000,1
1.51610,13.42000,3.40000,1.22000,72.69000,0.59000,8.32000,0.00000,0.00000,0
1.51743,12.20000,3.25000,1.16000,73.55000,0.62000,8.90000,0.00000,0.24000,1
1.51754,13.48000,3.74000,1.17000,72.99000,0.59000,8.03000,0.00000,0.00000,0
1.52300,13.31000,3.58000,0.82000,71.99000,0.12000,10.17000,0.00000,0.03000,0
1.51926,13.20000,3.33000,1.28000,72.36000,0.60000,9.14000,0.00000,0.11000,0
1.51806,13.00000,3.80000,1.08000,73.07000,0.56000,8.38000,0.00000,0.12000,1
1.51918,14.04000,3.58000,1.37000,72.08000,0.56000,8.30000,0.00000,0.00000,0
1.51588,13.12000,3.41000,1.58000,73.26000,0.07000,8.39000,0.00000,0.19000,1
1.51818,13.72000,0.00000,0.56000,74.45000,0.00000,10.99000,0.00000,0.00000,1
1.52177,13.75000,1.01000,1.36000,72.19000,0.33000,11.14000,0.00000,0.00000,1
1.51761,12.81000,3.54000,1.23000,73.24000,0.58000,8.39000,0.00000,0.00000,0
1.52099,13.69000,3.59000,1.12000,71.96000,0.09000,9.40000,0.00000,0.00000,0
1.51689,12.67000,2.88000,1.71000,73.21000,0.73000,8.54000,0.00000,0.00000,1
1.51909,13.89000,3.53000,1.32000,71.81000,0.51000,8.78000,0.11000,0.00000,0
1.51593,13.25000,3.45000,1.43000,73.17000,0.61000,7.86000,0.00000,0.00000,1
1.51711,12.89000,3.62000,1.57000,72.96000,0.61000,8.11000,0.00000,0.00000,1
1.51569,13.24000,3.49000,1.47000,73.25000,0.38000,8.03000,0.00000,0.00000,1
1.51977,13.81000,3.58000,1.32000,71.72000,0.12000,8.67000,0.69000,0.00000,0
1.53393,12.30000,0.00000,1.00000,70.16000,0.12000,16.19000,0.00000,0.24000,1
1.51841,12.93000,3.74000,1.11000,72.28000,0.64000,8.96000,0.00000,0.22000,1
1.51589,12.88000,3.43000,1.40000,73.28000,0.69000,8.05000,0.00000,0.24000,0
1.51593,13.09000,3.59000,1.52000,73.10000,0.67000,7.83000,0.00000,0.00000,1
1.51629,12.71000,3.33000,1.49000,73.28000,0.67000,8.24000,0.00000,0.00000,1
1.51590,13.24000,3.34000,1.47000,73.10000,0.39000,8.22000,0.00000,0.00000,1
1.51824,12.87000,3.48000,1.29000,72.95000,0.60000,8.43000,0.00000,0.00000,0
1.51768,12.56000,3.52000,1.43000,73.15000,0.57000,8.54000,0.00000,0.00000,0
1.52172,13.51000,3.86000,0.88000,71.79000,0.23000,9.54000,0.00000,0.11000,0
1.51652,13.56000,3.57000,1.47000,72.45000,0.64000,7.96000,0.00000,0.00000,1
1.52320,13.72000,3.72000,0.51000,71.75000,0.09000,10.06000,0.00000,0.16000,0
